result	Gene	location	phenotype	inheritance
SUCCESS	MRAP	21q22.11	Glucocorticoid deficiency 2	AR
SUCCESS	MRAS	3q22.3	Noonan syndrome 11	AD
SUCCESS	MRE11	11q21	Ataxia-telangiectasia-like disorder 1	AR
SUCCESS	MRM2	7p22.3	Mitochondrial DNA depletion syndrome 17	AR
SUCCESS	MRPL12	17q25.3	?Combined oxidative phosphorylation deficiency 45	AR
SUCCESS	MRPL3	3q22.1	Combined oxidative phosphorylation deficiency 9	AR
ERROR	MRPL36			
SUCCESS	MRPL44	2q36.1	Combined oxidative phosphorylation deficiency 16	AR
ERROR	MRPS12			
SUCCESS	MRPS14	1q25.1	?Combined oxidative phosphorylation deficiency 38	AR
SUCCESS	MRPS16	10q22.2	Combined oxidative phosphorylation deficiency 2	AR
SUCCESS	MRPS2	9q34.3	Combined oxidative phosphorylation deficiency 36	AR
SUCCESS	MRPS22	3q23	Combined oxidative phosphorylation deficiency 5|Ovarian dysgenesis 7	AR|AR
SUCCESS	MRPS23	17q22	?Combined oxidative phosphorylation deficiency 46	AR
SUCCESS	MRPS25	3p25.1	?Combined oxidative phosphorylation deficiency 50	AR
SUCCESS	MRPS28	8q21.13	?Combined oxidative phosphorylation deficiency 47	AR
SUCCESS	MRPS34	16p13.3	Combined oxidative phosphorylation deficiency 32	AR
ERROR	MRPS35			
SUCCESS	MRPS7	17q25.1	?Combined oxidative phosphorylation deficiency 34	AR
SUCCESS	MRTFA	22q13.1-q13.2	?Immunodeficiency 66	AR
SUCCESS	MS4A1	11q12.2	?Immunodeficiency, common variable, 5	AR
ERROR	MS4A2			
SUCCESS	MSH2	2p21-p16.3	Lynch syndrome 1|Mismatch repair cancer syndrome 2|Muir-Torre syndrome	AD|AR|AD
SUCCESS	MSH3	5q14.1	Endometrial carcinoma, somatic|Familial adenomatous polyposis 4	.|AR
SUCCESS	MSH6	2p16.3	{Endometrial cancer, familial}|Lynch syndrome 5|Mismatch repair cancer syndrome 3	AD, SMu|AD|AR
SUCCESS	MSL3	Xp22.2	Basilicata-Akhtar syndrome	XLD
SUCCESS	MSMO1	4q32.3	Microcephaly, congenital cataract, and psoriasiform dermatitis	AR
SUCCESS	MSN	Xq12	Immunodeficiency 50	XLR
SUCCESS	MSR1	8p22	Barrett esophagus/esophageal adenocarcinoma	.
SUCCESS	MSRB3	12q14.3	Deafness, autosomal recessive 74	AR
ERROR	MST1			
SUCCESS	MSTN	2q32.2	?Muscle hypertrophy	AR
SUCCESS	MSTO1	1q22	Myopathy, mitochondrial, and ataxia	AD, AR
SUCCESS	MSX1	4p16.2	Ectodermal dysplasia 3, Witkop type|Orofacial cleft 5|Tooth agenesis, selective, 1, with or without orofacial cleft	AD|AD|AD
SUCCESS	MSX2	5q35.2	Craniosynostosis 2|Parietal foramina 1|Parietal foramina with cleidocranial dysplasia	AD|AD|AD
SUCCESS	MTAP	9p21.3	Diaphyseal medullary stenosis with malignant fibrous histiocytoma	AD
ERROR	MTCP1			
SUCCESS	MTFMT	15q22.31	Combined oxidative phosphorylation deficiency 15|Mitochondrial complex I deficiency, nuclear type 27	AR|AR
SUCCESS	MTHFD1	14q23.3	{Neural tube defects, folate-sensitive, susceptibility to}|Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	AR|AR
SUCCESS	MTHFR	1p36.22	{Neural tube defects, susceptibility to}|{Schizophrenia, susceptibility to}|{Thromboembolism, susceptibility to}|{Vascular disease, susceptibility to}|Homocystinuria due to MTHFR deficiency	AR|AD|AD|.|AR
SUCCESS	MTHFS	15q25.1	Neurodevelopmental disorder with microcephaly, epilepsy, and hypomyelination	AR
SUCCESS	MTM1	Xq28	Myopathy, centronuclear, X-linked	XLR
SUCCESS	MTMR14	3p25.3	{Centronuclear myopathy, autosomal, modifier of}	AD
SUCCESS	MTMR2	11q21	Charcot-Marie-Tooth disease, type 4B1	AR
SUCCESS	MTNR1B	11q14.3	{Diabetes mellitus, type 2, susceptibility to}	AD
SUCCESS	MTO1	6q13	Combined oxidative phosphorylation deficiency 10	AR
SUCCESS	MTOR	1p36.22	Focal cortical dysplasia, type II, somatic|Smith-Kingsmore syndrome	.|AD
SUCCESS	MTPAP	10p11.23	?Spastic ataxia 4, autosomal recessive	AR
SUCCESS	MTR	1q43	{Neural tube defects, folate-sensitive, susceptibility to}|Homocystinuria-megaloblastic anemia, cblG complementation type	AR|AR
SUCCESS	MTRFR	12q24.31	Combined oxidative phosphorylation deficiency 7|Spastic paraplegia 55, autosomal recessive	AR|AR
SUCCESS	MTRR	5p15.31	{Neural tube defects, folate-sensitive, susceptibility to}|Homocystinuria-megaloblastic anemia, cbl E type	AR|AR
SUCCESS	MTSS2	16q22.1	Intellectual developmental disorder with ocular anomalies and distinctive facial features	AD
SUCCESS	MTTP	4q23	Abetalipoproteinemia	AR
ERROR	MT-TP			
SUCCESS	MTX2	2q31.1	Mandibuloacral dysplasia progeroid syndrome	AR
SUCCESS	MUC1	1q22	Tubulointerstitial kidney disease, autosomal dominant, 2	AD
SUCCESS	MUC5B	11p15.5	{Pulmonary fibrosis, idiopathic, susceptibility to}	AD
SUCCESS	MUC7	4q13.3	{Asthma, protection against}	AD
SUCCESS	MUSK	9q31.3	Fetal akinesia deformation sequence 1|Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency	AR|AR
SUCCESS	MUTYH	1p34.1	Adenomas, multiple colorectal|Gastric cancer, somatic	AR|.
SUCCESS	MVD	16q24.2	Porokeratosis 7, multiple types	AD
SUCCESS	MVK	12q24.11	Hyper-IgD syndrome|Mevalonic aciduria|Porokeratosis 3, multiple types	AR|AR|AD
SUCCESS	MYBPC1	12q23.2	Arthrogryposis, distal, type 1B|Congenital myopathy 16|Lethal congenital contracture syndrome 4	AD|AD|AR
SUCCESS	MYBPC3	11p11.2	Cardiomyopathy, dilated, 1MM|Cardiomyopathy, hypertrophic, 4|Left ventricular noncompaction 10	AD|AD, AR|AD
SUCCESS	MYC	8q24.21	Burkitt lymphoma, somatic	.
SUCCESS	MYCN	2p24.3	Feingold syndrome 1|Megalencephaly-polydactyly syndrome	AD|AD
SUCCESS	MYD88	3p22.2	Immunodeficiency 68|Macroglobulinemia, Waldenstrom, somatic	AR|.
SUCCESS	MYF5	12q21.31	Ophthalmoplegia, external, with rib and vertebral anomalies	AR
ERROR	MYF6			
SUCCESS	MYH11	16p13.11	Aortic aneurysm, familial thoracic 4|Megacystis-microcolon-intestinal hypoperistalsis syndrome 2|Visceral myopathy 2	AD|AR|AD
SUCCESS	MYH14	19q13.33	?Peripheral neuropathy, myopathy, hoarseness, and hearing loss|Deafness, autosomal dominant 4A	AD|AD
SUCCESS	MYH2	17p13.1	Congenital myopathy 6 with ophthalmoplegia	AD, AR
SUCCESS	MYH3	17p13.1	Arthrogryposis, distal, type 2A (Freeman-Sheldon)|Arthrogryposis, distal, type 2B3 (Sheldon-Hall)|Contractures, pterygia, and spondylocarpostarsal fusion syndrome 1A|Contractures, pterygia, and spondylocarpotarsal fusion syndrome 1B	AD|AD|AD|AR
SUCCESS	MYH6	14q11.2	?Atrial septal defect 3|{Sick sinus syndrome 3}|Cardiomyopathy, dilated, 1EE|Cardiomyopathy, hypertrophic, 14	AD|.|AD|AD
SUCCESS	MYH7	14q11.2	Cardiomyopathy, dilated, 1S|Cardiomyopathy, hypertrophic, 1|Congenital myopathy 7A, myosin storage, autosomal dominant|Congenital myopathy 7B, myosin storage, autosomal recessive|Laing distal myopathy|Left ventricular noncompaction 5	AD|AD, DD|AD|AR|AD|AD
ERROR	MYH7B			
SUCCESS	MYH8	17p13.1	Carney complex variant|Trismus-pseudocamptodactyly syndrome	.|AD
SUCCESS	MYH9	22q12.3	Deafness, autosomal dominant 17|Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	AD|AD
SUCCESS	MYL1	2q34	Congenital myopathy 14	AR
SUCCESS	MYL11	16p11.2	Arthrogryposis, distal, type 1C	AD, AR
SUCCESS	MYL2	12q24.11	Cardiomyopathy, hypertrophic, 10|Myopathy, myofibrillar, 12, infantile-onset, with cardiomyopathy	AD|AR
SUCCESS	MYL3	3p21.31	Cardiomyopathy, hypertrophic, 8	AD, AR
SUCCESS	MYL4	17q21.32	?Atrial fibrillation, familial, 18	AD
SUCCESS	MYL9	20q11.23	?Megacystis-microcolon-intestinal hypoperistalsis syndrome 4	AR
SUCCESS	MYLK	3q21.1	Aortic aneurysm, familial thoracic 7|Megacystis-microcolon-intestinal hypoperistalsis syndrome 1	AD|AR
SUCCESS	MYLK2	20q11.21	Cardiomyopathy, hypertrophic, 1, digenic	AD, DD
SUCCESS	MYMK	9q34.2	Carey-Fineman-Ziter syndrome	AR
SUCCESS	MYMX	6p21.1	?Carey-Fineman-Ziter syndrome 2	AR
SUCCESS	MYO15A	17p11.2	Deafness, autosomal recessive 3	AR
SUCCESS	MYO18B	22q12.1	Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism	AR
ERROR	MYO1C			
SUCCESS	MYO1E	15q22.2	Glomerulosclerosis, focal segmental, 6	AR
SUCCESS	MYO1H	12q24.11	?Central hypoventilation syndrome, congenital, 2, and autonomic dysfunction	AR
SUCCESS	MYO3A	10p12.1	Deafness, autosomal dominant 90|Deafness, autosomal recessive 30	AD|AR
SUCCESS	MYO5A	15q21.2	Griscelli syndrome, type 1	AR
SUCCESS	MYO5B	18q21.1	Cholestasis, progressive familial intrahepatic, 10|Diarrhea 2, with microvillus atrophy, with or without cholestasis	AR|AR
SUCCESS	MYO6	6q14.1	Deafness, autosomal dominant 22|Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy|Deafness, autosomal recessive 37	AD|AD|AR
SUCCESS	MYO7A	11q13.5	Deafness, autosomal dominant 11|Deafness, autosomal recessive 2|Usher syndrome, type 1B	AD|AR|AR
SUCCESS	MYO9A	15q23	Myasthenic syndrome, congenital, 24, presynaptic	AR
SUCCESS	MYOC	1q24.3	Glaucoma 1A, primary open angle	AD
SUCCESS	MYOCD	17p12	Megabladder, congenital	AD
SUCCESS	MYOD1	11p15.1	Congenital myopathy 17	AR
SUCCESS	MYOF	10q23.33	?Angioedema, hereditary, 7	AD
SUCCESS	MYORG	9p13.3	Basal ganglia calcification, idiopathic, 7, autosomal recessive	AR
SUCCESS	MYOT	5q31.2	Myopathy, myofibrillar, 3	AD
SUCCESS	MYOZ2	4q26	Cardiomyopathy, hypertrophic, 16	AD
SUCCESS	MYPN	10q21.3	Cardiomyopathy, dilated, 1KK|Cardiomyopathy, familial restrictive, 4|Cardiomyopathy, hypertrophic, 22|Congenital myopathy 24	AD|AD|AD|AR
SUCCESS	MYRF	11q12.2	Cardiac-urogenital syndrome|Encephalitis/encephalopathy, mild, with reversible myelin vacuolization	AD|AD
SUCCESS	MYSM1	1p32.1	Bone marrow failure syndrome 4	AR
SUCCESS	MYT1L	2p25.3	Intellectual developmental disorder, autosomal dominant 39	AD
SUCCESS	NAA10	Xq28	Microphthalmia, syndromic 1|Ogden syndrome	XL|XLD, XLR
SUCCESS	NAA15	4q31.1	Intellectual developmental disorder, autosomal dominant 50, with behavioral abnormalities	AD
SUCCESS	NAA20	20p11.23	Intellectual developmental disorder, autosomal recessive 73	AR
ERROR	NAB2			
ERROR	NABP1			
SUCCESS	NACC1	19p13.13	Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	AD
SUCCESS	NADK2	5p13.2	2,4-dienoyl-CoA reductase deficiency	AR
SUCCESS	NADSYN1	11q13.4	Vertebral, cardiac, renal, and limb defects syndrome 3	AR
SUCCESS	NAGA	22q13.2	Kanzaki disease|Schindler disease, type I|Schindler disease, type III	AR|AR|AR
SUCCESS	NAGLU	17q21.2	?Charcot-Marie-Tooth disease, axonal, type 2V|Mucopolysaccharidosis type IIIB (Sanfilippo B)	AD|AR
SUCCESS	NAGS	17q21.31	N-acetylglutamate synthase deficiency	AR
SUCCESS	NALCN	13q32.3-q33.1	Congenital contractures of the limbs and face, hypotonia, and developmental delay|Hypotonia, infantile, with psychomotor retardation and characteristic facies 1	AD|AR
SUCCESS	NANOS1	10q26.11	Spermatogenic failure 12	AD
SUCCESS	NANS	9q22.33	Spondyloepimetaphyseal dysplasia, Genevieve type	AR
SUCCESS	NAPB	20p11.21	Developmental and epileptic encephalopathy 107	AR
SUCCESS	NARS1	18q21.31	Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive|Neurodevelopmental disorder with microcephaly, impaired language, epilepsy, and gait abnormalities, autosomal dominant	AR|AD
SUCCESS	NARS2	11q14.1	?Deafness, autosomal recessive 94|Combined oxidative phosphorylation deficiency 24	AR|AR
ERROR	NAT1			
SUCCESS	NAT8L	4p16.3	?N-acetylaspartate deficiency	AR
SUCCESS	NAXD	13q34	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, 2	AR
SUCCESS	NAXE	1q22	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	AR
SUCCESS	NBAS	2p24.3	Infantile liver failure syndrome 2|Short stature, optic nerve atrophy, and Pelger-Huet anomaly	AR|AR
SUCCESS	NBEA	13q13.3	Neurodevelopmental disorder with or without early-onset generalized epilepsy	AD
SUCCESS	NBEAL2	3p21.31	Gray platelet syndrome	AR
SUCCESS	NBN	8q21.3	Aplastic anemia|Leukemia, acute lymphoblastic|Nijmegen breakage syndrome	.|.|AR
ERROR	NCAM2			
SUCCESS	NCAPD2	12p13.31	Microcephaly 21, primary, autosomal recessive	AR
SUCCESS	NCAPD3	11q25	Microcephaly 22, primary, autosomal recessive	AR
SUCCESS	NCAPG2	7q36.3	Khan-Khan-Katsanis syndrome	AR
SUCCESS	NCAPH	2q11.2	?Microcephaly 23, primary, autosomal recessive	AR
SUCCESS	NCDN	1p34.3	Neurodevelopmental disorder with infantile epileptic spasms	AD
SUCCESS	NCF1	7q11.23	Chronic granulomatous disease 1, autosomal recessive	AR
SUCCESS	NCF2	1q25.3	Chronic granulomatous disease 2, autosomal recessive	AR
SUCCESS	NCF4	22q12.3	Chronic granulomatous disease 3, autosomal recessive	AR
SUCCESS	NCKAP1L	12q13.13-q13.2	Immunodeficiency 72 with autoinflammation	AR
ERROR	NCL			
ERROR	NCOA2			
ERROR	NCOR2			
SUCCESS	NCSTN	1q23.2	Acne inversa, familial, 1	AD
SUCCESS	NDE1	16p13.11	Lissencephaly 4 (with microcephaly)|Microhydranencephaly	AR|AR
ERROR	NDN			
SUCCESS	NDNF	4q27	Hypogonadotropic hypogonadism 25 with anosmia	AD
SUCCESS	NDRG1	8q24.22	Charcot-Marie-Tooth disease, type 4D	AR
SUCCESS	NDST1	5q33.1	Intellectual developmental disorder, autosomal recessive 46	AR
SUCCESS	NDUFA1	Xq24	Mitochondrial complex I deficiency, nuclear type 12	XLR
SUCCESS	NDUFA10	2q37.3	Mitochondrial complex I deficiency, nuclear type 22	AR
SUCCESS	NDUFA11	19p13.3	Mitochondrial complex I deficiency, nuclear type 14	AR
SUCCESS	NDUFA12	12q22	Mitochondrial complex I deficiency, nuclear type 23	AR
SUCCESS	NDUFA13	19p13.11	{Thyroid carcinoma, Hurthle cell}|Mitochondrial complex I deficiency, nuclear type 28	.|AR
SUCCESS	NDUFA2	5q31.3	Mitochondrial complex I deficiency, nuclear type 13	AR
SUCCESS	NDUFA4	7p21.3	?Mitochondrial complex IV deficiency, nuclear type 21	AR
SUCCESS	NDUFA6	22q13.2	Mitochondrial complex I deficiency, nuclear type 33	AR
SUCCESS	NDUFA8	9q33.2	Mitochondrial complex I deficiency, nuclear type 37	AR
SUCCESS	NDUFA9	12p13.32	Mitochondrial complex I deficiency, nuclear type 26	AR
SUCCESS	NDUFAF1	15q15.1	Mitochondrial complex I deficiency, nuclear type 11	AR
SUCCESS	NDUFAF2	5q12.1	Mitochondrial complex I deficiency, nuclear type 10	AR
SUCCESS	NDUFAF3	3p21.31	Mitochondrial complex I deficiency, nuclear type 18	AR
SUCCESS	NDUFAF4	6q16.1	Mitochondrial complex I deficiency, nuclear type 15	AR
SUCCESS	NDUFAF5	20p12.1	Mitochondrial complex I deficiency, nuclear type 16	AR
SUCCESS	NDUFAF6	8q22.1	Fanconi renotubular syndrome 5|Mitochondrial complex I deficiency, nuclear type 17	AR|AR
SUCCESS	NDUFAF8	17q25.3	Mitochondrial complex I deficiency, nuclear type 34	AR
SUCCESS	NDUFB10	16p13.3	?Mitochondrial complex I deficiency, nuclear type 35	AR
SUCCESS	NDUFB11	Xp11.3	?Mitochondrial complex I deficiency, nuclear type 30|Linear skin defects with multiple congenital anomalies 3	XL|XLD
SUCCESS	NDUFB3	2q33.1	Mitochondrial complex I deficiency, nuclear type 25	AR
SUCCESS	NDUFB7	19p13.12	?Mitochondrial complex I deficiency, nuclear type 39	AR
SUCCESS	NDUFB8	10q24.31	Mitochondrial complex I deficiency, nuclear type 32	AR
SUCCESS	NDUFB9	8q24.13	?Mitochondrial complex I deficiency, nuclear type 24	AR
SUCCESS	NDUFC2	11q14.1	Mitochondrial complex I deficiency, nuclear type 36	AR
SUCCESS	NDUFS1	2q33.3	Mitochondrial complex I deficiency, nuclear type 5	AR
SUCCESS	NDUFS2	1q23.3	?Leber-like hereditary optic neuropathy, autosomal recessive 2|Mitochondrial complex I deficiency, nuclear type 6	AR|AR
SUCCESS	NDUFS3	11p11.2	Mitochondrial complex I deficiency, nuclear type 8	AR
SUCCESS	NDUFS4	5q11.2	Mitochondrial complex I deficiency, nuclear type 1	AR
SUCCESS	NDUFS6	5p15.33	Mitochondrial complex I deficiency, nuclear type 9	AR
SUCCESS	NDUFS7	19p13.3	Mitochondrial complex I deficiency, nuclear type 3	AR
SUCCESS	NDUFS8	11q13.2	Mitochondrial complex I deficiency, nuclear type 2	AR
SUCCESS	NDUFV1	11q13.2	Mitochondrial complex I deficiency, nuclear type 4	AR
SUCCESS	NDUFV2	18p11.22	Mitochondrial complex I deficiency, nuclear type 7	AR
SUCCESS	NEB	2q23.3	Arthrogryposis multiplex congenita 6|Nemaline myopathy 2, autosomal recessive	AR|AR
SUCCESS	NECAP1	12p13.31	Developmental and epileptic encephalopathy 21	AR
SUCCESS	NECTIN1	11q23.3	Cleft lip/palate-ectodermal dysplasia syndrome|Orofacial cleft 7	AR|AR
SUCCESS	NECTIN4	1q23.3	Ectodermal dysplasia-syndactyly syndrome 1	AR
SUCCESS	NEDD4L	18q21.31	Periventricular nodular heterotopia 7	AD
SUCCESS	NEFH	22q12.2	{?Amyotrophic lateral sclerosis, susceptibility to}|Charcot-Marie-Tooth disease, axonal, type 2CC	AD, AR|AD
SUCCESS	NEFL	8p21.2	Charcot-Marie-Tooth disease, dominant intermediate G|Charcot-Marie-Tooth disease, type 1F|Charcot-Marie-Tooth disease, type 2E	AD|AD, AR|AD
SUCCESS	NEK1	4q33	?Orofaciodigital syndrome II|{Amyotrophic lateral sclerosis, susceptibility to, 24}|Short-rib thoracic dysplasia 6 with or without polydactyly	AR|AD|AR, DR
SUCCESS	NEK10	3p24.1	Ciliary dyskinesia, primary, 44	AR
SUCCESS	NEK2	1q32.3	?Retinitis pigmentosa 67	AR
SUCCESS	NEK8	17q11.2	?Nephronophthisis 9|Polycystic kidney disease 8|Renal-hepatic-pancreatic dysplasia 2	.|AD|AR
SUCCESS	NEK9	14q24.3	?Arthrogryposis, Perthes disease, and upward gaze palsy|Lethal congenital contracture syndrome 10|Nevus comedonicus, somatic	AR|AR|.
ERROR	NELFA			
SUCCESS	NEMF	14q21.3	Intellectual developmental disorder with speech delay and axonal peripheral neuropathy	AR
SUCCESS	NEPRO	3q13.2	Anauxetic dysplasia 3	AR
ERROR	NET1			
SUCCESS	NEU1	6p21.33	Sialidosis, type I|Sialidosis, type II	AR|AR
SUCCESS	NEUROD1	2q31.3	{Type 2 diabetes mellitus, susceptibility to}|Maturity-onset diabetes of the young 6	AD|.
SUCCESS	NEUROD2	17q12	Developmental and epileptic encephalopathy 72	AD
SUCCESS	NEXMIF	Xq13.3	Intellectual developmental disorder, X-linked 98	XLD
SUCCESS	NEXN	1p31.1	Cardiomyopathy, dilated, 1CC|Cardiomyopathy, hypertrophic, 20	AD|AD
SUCCESS	NF1	17q11.2	Leukemia, juvenile myelomonocytic|Neurofibromatosis-Noonan syndrome|Neurofibromatosis, familial spinal|Neurofibromatosis, type 1|Watson syndrome	AD, SMu|AD|AD|AD|AD
SUCCESS	NF2	22q12.2	Meningioma, NF2-related, somatic|Schwannomatosis, somatic|Schwannomatosis, vestibular	.|.|AD
SUCCESS	NFASC	1q32.1	Neurodevelopmental disorder with central and peripheral motor dysfunction	AR
SUCCESS	NFE2L2	2q31.2	Immunodeficiency, developmental delay, and hypohomocysteinemia	AD
SUCCESS	NFIA	1p31.3	Brain malformations with or without urinary tract defects	AD
SUCCESS	NFIB	9p23-p22.3	Macrocephaly, acquired, with impaired intellectual development	AD
SUCCESS	NFIX	19p13.13	Malan syndrome|Marshall-Smith syndrome	AD|AD
SUCCESS	NFKB1	4q24	Immunodeficiency, common variable, 12	AD
SUCCESS	NFKB2	10q24.32	Immunodeficiency, common variable, 10	AD
SUCCESS	NFKBIA	14q13.2	Ectodermal dysplasia and immunodeficiency 2	AD
SUCCESS	NFKBIL1	6p21.33	{Rheumatoid arthritis, susceptibility to}	.
SUCCESS	NFS1	20q11.22	Combined oxidative phosphorylation deficiency 52	AR
SUCCESS	NFU1	2p13.3	Multiple mitochondrial dysfunctions syndrome 1|Spastic paraplegia 93, autosomal recessive	AR|AR
SUCCESS	NGF	1p13.2	Neuropathy, hereditary sensory and autonomic, type V	AR
SUCCESS	NGLY1	3p24.2	Congenital disorder of deglycosylation 1	AR
SUCCESS	NHEJ1	2q35	Immunodeficiency 124, severe combined|Microphthalmia/coloboma 13	AR|AR
SUCCESS	NHERF1	17q25.1	Nephrolithiasis/osteoporosis, hypophosphatemic, 2	AD
SUCCESS	NHLH2	1p13.1	?Hypogonadotropic hypogonadism 27 without anosmia	AR
SUCCESS	NHLRC1	6p22.3	Myoclonic epilepsy of Lafora 2	AR
SUCCESS	NHLRC2	10q25.3	FINCA syndrome	AR
SUCCESS	NHP2	5q35.3	Dyskeratosis congenita, autosomal recessive 2	AR
SUCCESS	NHS	Xp22.2-p22.13	Cataract 40, X-linked|Nance-Horan syndrome	XL|XLD
SUCCESS	NIN	14q22.1	?Seckel syndrome 7	AR
SUCCESS	NIPA1	15q11.2	Spastic paraplegia 6, autosomal dominant	AD
ERROR	NIPA2			
SUCCESS	NIPAL4	5q33.3	Ichthyosis, congenital, autosomal recessive 6	AR
SUCCESS	NIPBL	5p13.2	Cornelia de Lange syndrome 1	AD
SUCCESS	NKAP	Xq24	Intellectual developmental disorder, X-linked syndromic, Hackman-Di Donato type	XLR
SUCCESS	NKX2-1	14q13.3	{Thyroid cancer, nonmedullary, 1}|Chorea, hereditary benign|Choreoathetosis, hypothyroidism, and neonatal respiratory distress	AD|AD|AD
SUCCESS	NKX2-5	5q35.1	Atrial septal defect 7, with or without AV conduction defects|Conotruncal heart malformations, variable|Hypoplastic left heart syndrome 2|Hypothyroidism, congenital nongoitrous, 5|Tetralogy of Fallot|Ventricular septal defect 3	AD|.|AD|AD|AD|AD
SUCCESS	NKX2-6	8p21.2	Conotruncal heart malformations|Persistent truncus arteriosus	.|.
SUCCESS	NKX3-2	4p15.33	Spondylo-megaepiphyseal-metaphyseal dysplasia	AR
SUCCESS	NKX6-2	10q26.3	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy	AR
SUCCESS	NLGN1	3q26.31	{Autism, susceptibility to, 20}	AD
SUCCESS	NLGN3	Xq13.1	{Autism susceptibility, X-linked 1}	XL
SUCCESS	NLGN4X	Xp22.32-p22.31	{Autism susceptibility, X-linked 2}|Intellectual developmental disorder, X-linked	XL|XL
ERROR	NLK			
SUCCESS	NLRC4	2p22.3	?Familial cold autoinflammatory syndrome 4|Autoinflammation with infantile enterocolitis	AD|AD
SUCCESS	NLRP1	17p13.2	?Respiratory papillomatosis, juvenile recurrent, congenital|{Vitiligo-associated multiple autoimmune disease susceptibility 1}|Autoinflammation with arthritis and dyskeratosis|Palmoplantar carcinoma, multiple self-healing	AR|.|AD, AR|AD
SUCCESS	NLRP12	19q13.42	Familial cold autoinflammatory syndrome 2	AD
SUCCESS	NLRP3	1q44	CINCA syndrome|Deafness, autosomal dominant 34, with or without inflammation|Familial cold inflammatory syndrome 1|Keratoendothelitis fugax hereditaria|Muckle-Wells syndrome	AD|AD|AD|AD|AD
ERROR	NMB			
ERROR	NME1			
SUCCESS	NME5	5q31.2	Ciliary dyskinesia, primary, 48, without situs inversus	AR
SUCCESS	NME8	7p14.1	?Ciliary dyskinesia, primary, 6	AR
SUCCESS	NMNAT1	1p36.22	Leber congenital amaurosis 9|Spondyloepiphyseal dysplasia, sensorineural hearing loss, intellectual developmental disorder, and Leber congenital amaurosis	AR|AR
SUCCESS	NNT	5p12	Glucocorticoid deficiency 4, with or without mineralocorticoid deficiency	AR
SUCCESS	NOD2	16q12.1	{Inflammatory bowel disease 1, Crohn disease}|{Yao syndrome}|Blau syndrome	Mu|Mu|AD
SUCCESS	NODAL	10q22.1	Heterotaxy, visceral, 5	AD
SUCCESS	NOG	17q22	Brachydactyly, type B2|Multiple synostoses syndrome 1|Stapes ankylosis with broad thumbs and toes|Symphalangism, proximal, 1A|Tarsal-carpal coalition syndrome	AD|AD|AD|AD|AD
SUCCESS	NOL3	16q22.1	?Myoclonus, familial, 1	AD
SUCCESS	NONO	Xq13.1	Intellectual developmental disorder, X-linked syndromic 34	XL
SUCCESS	NOP10	15q14	?Cataracts, hearing impairment, nephrotic syndrome, and enterocolitis 2|?Dyskeratosis congenita, autosomal recessive 1|?Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 9	AR|AR|AD
